标题,总价,单价,区域,房屋户型,建筑面积,户型结构,建筑类型,所在楼层,楼层高度,套内面积,房屋朝向,建筑结构,装修情况,户梯比例,配备电梯,周边配套,交通出行
此房证过五年唯一 望海单位 东南向、看海,138,14337,南沙,3室2厅1卫,96.26㎡,平层,板塔结合,高楼层(共32层),暂无数据,暂无,南,钢混结构,其他,,有,南沙湾板块、扼守狮子洋、坐拥南沙湾好看配套、环境优美植被率高、也有chao市和生鲜市场可以满足日常生活所需,出行方便、出门就有公交站、线路多、班次多。离高速路口近、去东莞、深圳、中山、都很方便。两个公交站的距离到达邮轮母港、可前往香港、日本、新加坡等、不用去机场也能出国了地铁：2.8公里到南沙客运港站（4号线起点站）公交:南沙18南沙19南沙53
带车位！高层视野辽阔、成熟商圈、保养好。,175,17839,南沙,3室2厅1卫,98.1㎡,平层,塔楼,高楼层(共32层),暂无数据,暂无,东北,钢混结构,精装,,有,,地铁口走路5min、公交站门口多条线路、方便快捷、地铁4号线和18号线通勤。
高实用率四房横厅南北对流、业主诚心卖,325,30369,南沙,3室2厅2卫,107.02㎡,平层,塔楼,中楼层(共20层),暂无数据,暂无,南,钢混结构,精装,,有,,
阳光城丽景湾星悦、2房1卫、南向、房子保养好。,103,13769,南沙,2室2厅1卫,74.81㎡,平层,塔楼,低楼层(共30层),暂无数据,暂无,南,钢混结构,其他,,有,100米可达南沙儿童公园、2公里可达广场、星河COCOPARK、焦门公园、滨海绿道；2.5公里蕉门地铁。,
次新小区配套齐全  户型通透  人车分流 带车位,138,15641,南沙,3室1厅1卫,88.23㎡,平层,塔楼,中楼层(共27层),暂无数据,72.38㎡,南北,钢混结构,精装,,有,小区位于金洲板块成熟商圈居民素质高小区门口就有底商钱大妈等小型商场、300米小区一条马路距离有明珠花园大型农贸市场华汇广场门口公交车站接驳旁边就有蝴蝶洲公园黄山鲁四A级森林公园,小区楼下100米就有公交站直接接驳18号线横沥站、金州站蕉门站南沙公交站总站出行便利未来15号线规划站蝴蝶洲站
南沙金茂湾 4室2厅 南 北,370,26393,南沙,4室2厅2卫,140.19㎡,平层,塔楼,低楼层(共32层),暂无数据,暂无,南北,钢混结构,精装,,有,,
越秀滨海悦城精装大二房 保养好 户型方正 诚心卖,128,14536,南沙,2室2厅1卫,88.06㎡,平层,塔楼,低楼层(共31层),暂无数据,暂无,北,钢混结构,精装,,有,近金洲蕉门地铁站、蕉门河公园购物广场、板头市场、水岸广场、星河coco·park、医疗有南沙人民医院、妇女儿童医院、中山医等；,距离金洲地铁站600米、蕉门公园1公里、小区楼下就有公交站接驳可到南沙各个区域、一站地铁到蕉门公交总站、还可直达白云机场、广州南站、深圳机场等各大交通枢纽站、出行便捷节省时间；
低楼层望园林、安静四房、配套齐全,270,19683,南沙,4室2厅2卫,137.18㎡,平层,塔楼,低楼层(共26层),暂无数据,115.5㎡,南北,钢混结构,精装,,有,楼下就有珺城街市、种类齐全、1500米到达蕉门河公园、800米到达南沙医院！！地铁500米飞沙角站（数据源自高德测距）,门口就有公交车站、可以到达南沙各地、500米到达飞沙角地铁口、5个站到达庆盛高铁站、可以到达全国各地！
碧桂园目前保养较新的三房、户型方正东单边位釆光充足,118,10829,南沙,3室2厅1卫,108.97㎡,平层,板塔结合,中楼层(共11层),暂无数据,暂无,东北,钢混结构,简装,,有,靠着蝴蝶洲公园、靠着敏捷广场、华汇广场、包括生活配套、交通配套都是比较齐全的一个小区,
鸿成珠江玥 2室2厅 南 北,139,15509,南沙,2室2厅2卫,89.63㎡,平层,板塔结合,中楼层(共13层),暂无数据,72.25㎡,南北,钢混结构,其他,,有,,
地铁口 丰庭花园南北对流  中楼层两房业主诚心放卖,99,11870,南沙,2室1厅1卫,83.41㎡,平层,板楼,中楼层(共8层),暂无数据,暂无,南北,钢混结构,其他,,有,小区东边是板头农贸市场、南边是南沙医院（三级甲等）、北边是广州地铁4号线金洲、西边是某达广场,小区东门出口300米就是金洲地铁站、离某达广场大概500米左右、小区内自带省级幼儿园南沙幼儿园。小区东西南北4个大门有大量的公交接驳线路、出门方便
越秀滨海悦城 2室1厅 北,149,16829,南沙,2室1厅1卫,88.54㎡,平层,塔楼,高楼层(共31层),暂无数据,72.6㎡,北,钢混结构,毛坯,,有,,
灵山岛金茂湾靓户型、阳台可望河、119平4房采光好通透,355,29745,南沙,4室2厅2卫,119.35㎡,平层,塔楼,中楼层(共31层),暂无数据,暂无,南,钢混结构,精装,,有,,
南方公元一楼 前面是花园、环境好、花园大、有车位,150,17009,南沙,3室1厅1卫,88.19㎡,平层,塔楼,低楼层(共20层),暂无数据,70.85㎡,南,钢混结构,其他,,有,小区楼下是科里、钱大妈、生鲜市、理发店、美宜佳等生活方便、,门口就有公交车站、出行方便、线路选择多、有快线慢线、快线20分可达番禺广场、
碧桂园海湾1号 3室1厅 南,150,17046,南沙,3室1厅1卫,88㎡,平层,塔楼,高楼层(共29层),暂无数据,暂无,南,钢混结构,其他,,有,,
蕉门河前排景观南向全屋定制业主诚意出,148,17012,南沙,3室2厅1卫,87㎡,平层,塔楼,中楼层(共30层),暂无数据,暂无,南,钢混结构,其他,,有,小区配套幼er园步行可达金隆学、妇女儿童医院就在家门园购物方便河对岸即是星河CoCopark商场小区旁边还有儿童公园,小区门口是环市大道西主干道、出门即可乘坐公交车、公交可玩达广场金洲地铁站
碧桂园海湾1号 3室2厅 南,129.8,15514,南沙,3室2厅1卫,83.67㎡,平层,塔楼,低楼层(共29层),暂无数据,暂无,南,钢混结构,精装,,有,,
哇、景观靓、户型方正、南北对流、大三房两卫,180,13482,南沙,3室2厅2卫,133.52㎡,暂无数据,塔楼,高楼层(共30层),暂无数据,暂无,南,钢混结构,精装,,有,约800m范围内有星河COCOpark、华润星河盛世店、今洲广场、金莎广场、金洲步行街。约1000米范围内奥园中环广场、华汇广场、风信子跨境商城等医院：约500米省妇女儿童医疗（三甲建成）、中大附属六院、广东省中医院,
翡翠蓝湾大型小区、小区成熟配套、居住便利、,105,10947,南沙,3室2厅1卫,95.92㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,东北,钢混结构,精装,,,,
滨海御城 四号线金洲地铁口旁、成熟商圈、保养很好。,239,22529,南沙,3室2厅2卫,106.09㎡,平层,塔楼,高楼层(共32层),暂无数据,暂无,南,钢混结构,其他,,有,,地铁口走路5min、公交站门口多条线路、方便快捷、地铁4号线和18号线通勤。
南沙区越秀开发商越秀东坡精装全新 四房诚意放盘,230,20354,南沙,4室2厅2卫,113㎡,平层,塔楼,低楼层(共26层),暂无数据,88.57㎡,东南,钢混结构,精装,,有,项目位于南沙湾板块、坐拥成熟金洲成熟商圈、华汇广场、金洲步行街、达广场、越秀总部广场。,越秀东坡距离15号线（规划中）蝴蝶洲站只限距离仅200米、未来乘坐15号线转乘到4号线、18号线、22号线直达市区。100米有公交站。小区500米内有主干道进港大道和环市大道。5公里有游轮母港。交通十分便利
南沙湾 星河小区 89平三房 中高层视野好 业主诚心卖房,163,18286,南沙,3室2厅1卫,89.14㎡,平层,板塔结合,中楼层(共29层),暂无数据,暂无,西南,钢混结构,毛坯,,有,小区老人小孩多一点小区、居住气氛浓厚。小区只有一个大门出入没有游泳池。小区大门口10米有美食街、美宜佳福建小吃店步行500米到华润杤家大型CHAO市。,小区老人小孩多一点小区、居住气氛浓厚。小区只有一个大门出入没有游泳池。
东南向景观看蕉门河聚星桥商场医疗近在迟,420,30295,南沙,4室1厅2卫,138.64㎡,平层,塔楼,高楼层(共26层),暂无数据,暂无,东南,钢混结构,其他,,有,,
地铁距离5米、改善社区、南北对流大阳台、次新房社区,230,19753,南沙,4室2厅2卫,116.44㎡,平层,塔楼,低楼层(共22层),暂无数据,暂无,东南,钢混结构,其他,,有,小区的西大门对着莲溪村、餐饮较多、里面有购物场所买菜方便、莲溪村里有古建筑、荷花池等观赏地、假日期间可以往里面走走,
星河丹堤湖景大三房、南北对流、精装修、即买即入住,228,15798,南沙,4室2厅2卫,144.33㎡,平层,塔楼,低楼层(共13层),暂无数据,117.62㎡,南,钢混结构,其他,,有,,
丽景湾星悦3房1卫南北对流中高楼层、全新没住过视野好,130,15083,南沙,3室2厅1卫,86.19㎡,平层,塔楼,中楼层(共30层),暂无数据,61.93㎡,南北,钢混结构,精装,,有,综合商场：今洲广场、金莎广场、金洲步行街。约1000米范围内还有繁华商圈广场、奥园中环广场、华汇广场、风信子跨境商城等医院：约500米省妇女儿童医疗,
碧桂园海湾1号 一楼 三房两厅两卫,168,17367,南沙,3室2厅2卫,96.74㎡,平层,塔楼,低楼层(共32层),暂无数据,暂无,东,钢混结构,精装,,有,项目所在的南沙湾板块配套丰富离地铁口500米有华师英东天元等南沙客运港地铁站邮轮母港南沙大酒店南沙游艇会南沙邮轮母港地理位置便利集半小时国际都市群生活圈蜚声海内外的南沙天后宫海景五星酒店南沙大酒店花园酒店,
阳光城丽景湾领悦 2室1厅 南,105,12196,南沙,2室1厅1卫,86.1㎡,平层,平房,中楼层(共9层),暂无数据,暂无,南,钢混结构,其他,,有,,
一梯2户 南北对流 三阳台 看别墅 带车位 业主诚心出,389,26389,南沙,4室2厅2卫,147.41㎡,平层,板塔结合,中楼层(共8层),暂无数据,暂无,南,钢混结构,精装,,有,南沙湾紧靠天后宫、地铁口、出行方便、环境很好、滨海绿道、天后宫长廊、蒲州花园,南沙客运港地铁口900米可达、大门口南18路和南53路、邮轮母港可直达东南亚日本旅游、交通配套方便、出行容易
房产证已满二免增值税 全新全屋定制家私 次新房未住过,329,25410,南沙,4室1厅2卫,129.48㎡,平层,塔楼,中楼层(共32层),暂无数据,103.29㎡,东,钢混结构,精装,,有,小区出门南边就是滨海栈道、网红打卡点、离菜市场也近、日常生活配套就在小区门口、有海滨公园、天后宫,有地铁四号线：南横站和塘坑站、双地铁楼盘、小区有多条公交线路经过
绿庭二期 南向电梯2房简单装修 证够五年,90,12049,南沙,2室1厅1卫,74.7㎡,平层,塔楼,中楼层(共10层),暂无数据,60.73㎡,南,钢混结构,简装,,有,,
通透四房两卫 光线充足楼层好 看房方便,192,15248,南沙,4室2厅2卫,125.92㎡,平层,塔楼,高楼层(共32层),暂无数据,暂无,南,钢混结构,其他,,有,,人车分流、人文地理位置好小区旁边就是市政公园、空气新鲜、适合老人小孩居住游玩
富力天海湾精装三房 东南向 一线江景 满五唯一,145,14781,南沙,3室2厅1卫,98.1㎡,平层,塔楼,高楼层(共31层),暂无数据,暂无,东南,钢混结构,精装,,有,生活配套完善、一公里以内购物街、肉菜市场、大型chao市、可以满足日常生活所需。,
珠光南沙御景 4室2厅 南,198,14790,南沙,4室2厅2卫,133.88㎡,平层,板塔结合,低楼层(共18层),暂无数据,暂无,南,钢混结构,毛坯,,有,,
大岗翡翠蓝湾北区 3室2厅 东南 南,105,10703,南沙,3室2厅1卫,98.11㎡,平层,塔楼,低楼层(共18层),暂无数据,暂无,东南南,钢混结构,其他,,有,,
奥园大3房2卫、望湖、景观好、采光好,335,24971,南沙,3室2厅2卫,134.16㎡,平层,暂无数据,中楼层(共13层),暂无数据,114.07㎡,南,钢混结构,其他,,,小区楼下有酒店、小商店、肉菜市chan、餐馆等等、可以满足日常生活所需。两公里范围内有南横村肉菜市场、南沙旧镇市场。距离南沙区妇幼保健院约3公里左右。3公里内范围内有l两家五级酒店、游艇会、高尔夫、天后宫、黄山鲁、蒲州公园等旅游景点、邮轮母港..,项目位于地铁4号线南横站、步行距离仅300M、楼下有7公里长的滨海绿道、是广州可以看海的小区
时代长岛 次新房 高层视野无遮挡 全层定制 保养好,125,13434,南沙,3室2厅2卫,93.05㎡,平层,塔楼,高楼层(共31层),暂无数据,暂无,北,钢混结构,精装,,有,小区面向黄山鲁森林公园、蝴蝶洲公园、绿化好、视野好。周末可以带老人和小孩在蝴蝶洲公园玩耍、沐浴阳光。,小区门口就有公交车站、直达18号线横沥站、南沙体育馆、中山附属医院、多条公交线路直达金州、蕉门地铁口、南沙客运站等等、规划南沙十五号线蝴蝶洲站就在家门口、驾车交通方便
金茂湾南北对流双阳台小户型、安静舒适,298,30449,南沙,3室1厅2卫,97.87㎡,平层,板楼,低楼层(共32层),暂无数据,暂无,南北,钢混结构,精装,,有,,
南沙区府板块 蕉门地铁站 高层采光好 户型方正,182,23295,南沙,2室1厅1卫,78.13㎡,平层,板塔结合,高楼层(共31层),暂无数据,暂无,西南,钢混结构,简装,,有,,小区后门出去便是蕉门交通枢纽、地铁四号线蕉门站、南沙公交换乘大站、并可以直达天河的快速大巴、G5公交直达横沥地铁18号线、也可直达白云机场、还有跨市大巴前往深圳前海和宝安机场、解决工作、通勤忧虑！
南沙碧桂园 4室2厅 南,205,15949,南沙,4室2厅2卫,128.54㎡,平层,板塔结合,高楼层(共18层),暂无数据,105.53㎡,南,钢混结构,精装,,有,,
蓝湾南向3+1户型满五唯一南北对流新政1.5首付,105,10490,南沙,3室2厅1卫,100.1㎡,平层,塔楼,低楼层(共18层),暂无数据,暂无,东南南,钢混结构,简装,,有,,
进港大道背靠黄山鲁森林公园南向户型,195,13874,南沙,5室2厅3卫,140.56㎡,平层,板塔结合,中楼层(共32层),暂无数据,暂无,南北,钢混结构,精装,,有,项目位于南沙湾板块、坐拥成熟金洲成熟商圈、华汇广场、金洲步行街、达广场、越秀总部广场。,距离15号线（规划中）何仙姑站距离仅200米、未来乘坐15号线转乘到4号线、18号线、22号线直达市区。小区门口有公交站。小区到主干道进港大道、港前大道、环市大道方便。5公里有游轮母港。交通十分便利。
