标题,总价,单价,区域,房屋户型,建筑面积,户型结构,建筑类型,所在楼层,楼层高度,套内面积,房屋朝向,建筑结构,装修情况,户梯比例,配备电梯,周边配套,交通出行
正规南向一房一厅 阳光充足 视野好 近地铁,130,30410,天河,1室1厅1卫,42.75㎡,平层,塔楼,中楼层(共11层),暂无数据,暂无,南,钢混结构,简装,,,电影院：哈艺、龙影。公园：同心公园、天河公园。市场：棠德综合市场、东南新街市。银行：工商、邮政、建设、农业、中国银行。商场：沃尔玛、卜蜂莲花、天河城、优托邦、乐易购、正大优选。医院：社区门诊部、家家乐医院、南方医科大学第三附属医,棠下小区：B14、B8、B21、304、518、562、813。棠德路：304、408A、496、813、547、503、506、B14。棠德小区北：210、214、408A、408、40、508、60、764、772、813、B18、B19、B23、广增3线、广增5线、高峰快线24路、高峰快线28路。棠东地铁站：21号线
靓楼层南向三房业主自住全屋定制,398,48823,天河,3室2厅1卫,81.52㎡,平层,平房,中楼层(共20层),暂无数据,61.34㎡,东南,钢混结构,精装,,有,天河新塘街社区卫生服务新塘社区医院、科汇广场、优托邦大型购物广场、火炉山公园、天河智慧城、天河国际生态区,出行便利公交可到达奥体、珠江新城、地铁21号线大观南路站已通车、坐地铁去往珠江新城只需要6站。
大院环境 一梯两户 对流采光好 装修新,298,35267,天河,4室1厅1卫,84.5㎡,平层,板楼,低楼层(共2层),暂无数据,暂无,南,混合结构,精装,,,,出门走500米可以到地铁6号线长湴地铁口出门50米就到了广汕公路.
永福北约  交通方便  户型好,125,22940,天河,1室1厅1卫,54.49㎡,平层,暂无数据,高楼层(共7层),暂无数据,暂无,南,钢混结构,其他,,,先烈东路永福北约与动物公园和十九路军公园仅一路之隔小区安静空气好有<幼儿园和南方医院白云分院、区庄眼科医院、肉菜场就在旁边的、它是于1995年左右建成入住由集资合建。,
侨怡苑原装电梯 精装修2房 南北对流 采光好,450,63641,天河,2室2厅1卫,70.71㎡,平层,塔楼,高楼层(共21层),暂无数据,暂无,北,钢混结构,精装,,有,侨怡苑肉菜市场距离100米、正佳广场、太古汇、天河城距离1公里、购物方便。体育馆距离630米、锻炼身体也方便;有中山大学第三附属医院距离18公里、天河妇幼保险院距离500米,交通出行：交通便利、小区北门是天河北路公交站、40条公交线路。700米体育中&心地铁站、林和西地铁站、900米体育广场地铁站、交通便利
半山雍景苑安静电梯三房精装修保养好,410,42798,天河,3室2厅1卫,95.8㎡,平层,塔楼,低楼层(共15层),暂无数据,76.7㎡,东西,钢混结构,其他,,有,小区交通便利、居住舒适、小区有泳池、钱大妈、菜市场等、美逸闲情购物店、五山购物广场、更有新好景食府、为食森林、好日子餐厅、湖南湘菜馆、潮轩食府、各大银行。,半山雍景苑位于广园东路汇景新城入口处、西临华南快速线、东临广深高速路、交通四通八达。华南快速干线、会展、白云机场、广园东路贯通穗、港、珠三角各城市公交科学院地化所站B18B19776等
盈彩精装高层两房 采光好 视野开阔望公园 近地铁BRT,290,38869,天河,2室1厅1卫,74.61㎡,平层,塔楼,高楼层(共11层),暂无数据,暂无,西,钢混结构,其他,,有,山姆会员、居然之家、宜家家居、乐都汇、M+漫广场、博裕广场、天河城、摩登城、天河中医院、天河区红十字医院、农业银行、交通银行、工商银行、珠村农贸市场、盈溪农贸市场、杨桃公园、生态园。,交通出行：步行300米是珠村BRT站、小区出门5米有便民车直达地铁5号线三溪站、在修的13号线珠村站、预计2022年年底开通、800米到东圃客运站、2公里范围内可上中山大道、黄埔大道、广园快速、环城高速！
迎翠春庭 3室2厅 北,280,30957,天河,3室2厅2卫,90.45㎡,平层,塔楼,中楼层(共9层),暂无数据,78.14㎡,北,钢混结构,简装,,,,
金融城起步区南北对流电梯2房、户型方正、通风采光好,290,42541,天河,2室1厅1卫,68.17㎡,平层,板楼,高楼层(共9层),暂无数据,60.51㎡,南,钢混结构,简装,,有,配套设施齐、有软件园、信息港、天河公园、员村市场、天河都市广场、家乐福、建设银行、交通银行、工商银行、天河区中医院、中山六院等,600米有4号线科韵路地铁口、小区门口有公交、300米员村市场、600米天河公园、700米三甲医院中山第六医院、交通方便、出入方便
体育西正佳旁 满五年 采光好 配套齐全 住家舒适,550,54602,天河,3室2厅1卫,100.73㎡,平层,塔楼,低楼层(共22层),暂无数据,暂无,南,钢混结构,简装,,有,商场：天河城天环广场购书广场维多利广场正佳广场花城广场饮食：麦当劳真功夫72街等等银行：农业银行建设银行工商银行交通银行,地铁：1号线跟3号线交汇的体育西地铁站300米左右。13号线二期跟18号线交汇的冼村地铁站400米左右公交人民日报站体育站天河邮局站300米左右
美林电梯小高层 东南向两房 安静望花园 随时看房,398,60022,天河,2室2厅1卫,66.31㎡,平层,塔楼,中楼层(共7层),暂无数据,暂无,东南,钢混结构,简装,,,,交通方便、公交车就在家门口、去科韵路地铁站地铁也只要10只需要
原装南向三房、精美装修、双阳台,500,47893,天河,3室2厅1卫,104.4㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,南,钢混结构,其他,,有,中山附属第六医院和华侨医院、到达5号线地铁员村站、天河公园站、工商银行和农商银行、员村农贸市场。,交通便利、楼下公交有：135路、177路、20路、218路、224A路、224路、235路、240路、269路、272路、194路、239路、193路、B8路、B11路、B22路.....等等地铁有：11号环城线天河公园站、21号线天河公园站、5号线员村站、13号线白马岗站在建。
标准两房、业主诚心出、离地铁站近,268,34942,天河,2室2厅1卫,76.7㎡,平层,塔楼,低楼层(共25层),暂无数据,64.5㎡,南,钢混结构,精装,,有,小区有大型的地下停车场、上下班方便、有南方三院、出小区就是博兴购物广场、棠福美食广场、大型餐饮及肉类市场、建设农行等各类银行。,小区东面是枫叶路口站：194路、293路、239路可通往琶洲会展和珠江新城、南面是中山大道、出小区南门就是上社BRT站：有B1、B2、B21、B5、B4.B27、B17等多条线路。地铁11号线。
六运精装修高层电梯南北向三房 视野开阔 楼下就是花园,538,61818,天河,3室2厅1卫,87.03㎡,平层,塔楼,高楼层(共8层),暂无数据,78.63㎡,南北,钢混结构,简装,,有,商场：天河城天环广场购书广场维多利广场正佳广场饮食：麦当劳真功夫72街等等银行：农业银行建设银行工商银行交通银行,地铁：体育西站3号线与1号线交汇处B出口天河公交总站39路136路506路506路811路
本部电梯小两房 东南向安静舒适 单位大院管理,280,58627,天河,2室1厅1卫,47.76㎡,平层,板塔结合,中楼层(共6层),暂无数据,暂无,东南,钢混结构,简装,,有,广州东站广场、中信广场、天河体育场、宜家家居、东方宝泰购物商场、中国银行、建设银行、民生银行、邮政银行、海航威斯丁酒店、妇幼保健院,交通便利、1号线3号线林和西站、广州东站、还有11号线和18号线广州东站即将开通。
天河路商圈 、名雅苑刚需改善三房二卫、南北安静,680,55738,天河,3室2厅2卫,122㎡,平层,塔楼,低楼层(共9层),暂无数据,暂无,南,钢混结构,精装,,,名雅苑是由越秀物业公司管理的、地位里位置优越、近太古汇、石牌桥、封闭式小区、小区自带网球场、夏天绿树成荫、冬天温暖如春、是天河北为数不多的大型园林小区、很适家庭客户/置换客户等、平时年轻人上班老人家带孩子、在园林玩又安全。,
春晖苑精装修大两房 套内可用面积91平 拎包入住,280,34060,天河,2室2厅1卫,82.21㎡,平层,塔楼,低楼层(共9层),暂无数据,暂无,南,钢混结构,其他,,,商场：沃尔玛、笙活里购物商场、飞影电影城。医院：广东燕岭医院、武警医院、长兴人民医院银行：中国工商银行、广州市招商银行、中国银行饮食：海银海记、金华府、华农酒家、味道十八家、清新鸡等,小区下楼就是公交车站春晖苑站、春晖苑公交车站是广州交通网络重要站点之一、经过春晖苑的线路有503路、54路、89路、B11路、夜10路公交线路；去天河北和体育西路距离两公里、另在粤垦路的燕塘广场更有几十条公交车和地铁三号线、交通便利
一楼可做商铺 南北对流 光线充足,208,33723,天河,2室2厅1卫,61.68㎡,平层,塔楼,低楼层(共9层),暂无数据,暂无,南北,钢混结构,简装,,,电影院：哈艺、龙影。公园：同心公园、天河公园。市场：棠德综合市场、东南新街市。银行：工商、邮政、建设、农业、中国银行。商场：沃尔玛、卜蜂莲花、天河城、优托邦、乐易购、正大优选。医院：社区门诊部、家家乐医院、南方医科大学第三附属医,棠下小区：B14、B8、B21、304、518、562、813。棠德路：304、408A、496、813、547、503、506、B14。棠德小区北：210、214、408A、408、40、508、60、764、772、813、B18、B19、B23、广增3线、广增5线、高峰快线24路、高峰快线28路。棠东地铁站：21号线
广州东旁 电梯高层 视野好 满五  东向视野好通透,220,24131,天河,2室1厅1卫,91.17㎡,平层,塔楼,中楼层(共31层),暂无数据,73.47㎡,东东北,钢混结构,简装,,有,,小区大厦门口有多达十几条公交线路步行200米豪景花园站20多条公交线路火车东站500米轨道1号3号6号11号四通八达交通十分优越.11号线地铁站300米预计2024年底开通
六运小区电梯中层、平层入户、装修好拧包入住,600,62351,天河,3室1厅2卫,96.23㎡,平层,塔楼,中楼层(共7层),暂无数据,暂无,东西北,钢混结构,精装,,有,商场：天河城天环广场购书广场维多利广场正佳广场花城广场饮食：麦当劳真功夫72街等等银行：农业银行建设银行工商银行交通银行,地铁：1号线跟3号线交汇的体育西地铁站50米左右。13号线二期跟18号线交汇的冼村地铁站400米左右公交人民日报站体育站天河邮局站300米左右
准电梯房中高层、户型方正、大阳台2房、业主诚心卖,260,35245,天河,2室1厅1卫,73.77㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,西,钢混结构,简装,,,小区公园有长湴公园、华南植物园、火炉山等。银行有邮政银行、农业银行、工商银行等。小区门口有公交站、公交总站、可去到五山、华师、龙洞、车陂等。有长湴综合市场、钱大妈。,小区南门和东门分别有伟伦体校公交站和乐意居总站等；步行1.2公里可到达天河客运站C出口、出行方便；珠江新城、五山、以及长兴等上班的较好选择
金融城高层温馨两房 安静望花园楼间距宽 满五唯一,328,44632,天河,2室2厅1卫,73.49㎡,平层,塔楼,中楼层(共11层),暂无数据,暂无,北,钢混结构,简装,,有,骏景花园里面含餐饮美食店、美容店、水果店、菜市场、理发店、便利店、银行柜员机、药店、基本上小区住户不出小区便可解决日常生活所需。此外、小区本身配套了合生骏景广场、里面有影院、健身房、银行和餐饮店、而小区西边的科新路为美食街。,棠东站、棠下站(BRT)途径线路：B1路、B2路、B2A路、B3路、B4路、B4A路、B5路、B6路、B7路、B8路、B12路、B16路、B20路、B21路等公交线路、可通往广州各区。地铁站：4号线车陂站、5号线车陂南站、科韵路站及在建13号线棠下站（明年年通车）。
华景新城 近地铁阳光房采光好 南向,190,55850,天河,1室1厅1卫,34.02㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,南,钢混结构,精装,,有,生活配套成熟天河公园中山医科大学附属第三医院双公交总站各大银行饭店菜市场大型走召市华润喜士多肯德基星巴克水果店花店进口美食店美容修身连锁店健身会所服装店机构等,
燕塘地铁口鸿燕居精装修三房 户型方正厅出阳台 采光好,248,32705,天河,3室2厅1卫,75.83㎡,平层,塔楼,低楼层(共6层),暂无数据,暂无,北,钢混结构,精装,,,综合菜市场：金贸生活市场、一家人每日不出远门即可采购新鲜蔬果肉类。临街门面有银行、餐馆、理发店等与生活息息相关的配套。居于此让您出行和生活更便利,距离3、6号双地铁燕塘地铁口550米、距离广州东站驾车3公里、地铁仅一站。门口就有金燕生活区公交站50米、公交有54、89、503、B11、夜10路、距离燕塘企业450米、有三十多辆公交车经过。如果开车出行、1公里内能上广园快速路和华南快速去住珠三角各城市
