标题,总价,单价,区域,房屋户型,建筑面积,户型结构,建筑类型,所在楼层,楼层高度,套内面积,房屋朝向,建筑结构,装修情况,户梯比例,配备电梯,周边配套,交通出行
舒适两房、精装修、保养好、通风采光好,310,39431,白云,2室1厅1卫,78.62㎡,平层,塔楼,低楼层(共32层),暂无数据,64.09㎡,北,钢混结构,精装,,有,楼下公交站、有图书馆、小区楼下两层的各类培训机构、美发店、健身房、水果店等、距离同和地铁和金铂广场也就1.2公里左右、生活便利,小区距离地铁3号线同和站1.3公里、小区楼下就有公交站、747公交可直达地铁口、距离华南快速同和收费站800米左右、出行便利
共和西小区、原装电梯两房、房改房、业主诚意,545,70016,越秀,2室2厅1卫,77.84㎡,平层,塔楼,低楼层(共30层),暂无数据,暂无,北南,钢混结构,其他,,有,综合商场：小区门口家有福、钱大妈银行:工商银行、交通银行、中国银行、建设银行、农业银行医院:中山一院、广东省人民医院、广东药学院附属医院。市场：共和西菜市场、东园市场,公交：54路、56路、62路、185路、189路、204路、261路、283路、284路、293路、305路、517路、518路、542路、550路地铁一、五号线动物园站、13号线梅东路站
金融城中层南向三房 采光通风好,160,28572,天河,3室1厅1卫,56㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,南,钢混结构,简装,,,商场：好又多、礼加诚龙盛购物电影院：哈艺影城、龙影影城医院：天河棠德社区医疗门诊部、广州家家乐医院邮局：中国邮政天朗明居储蓄所银行：广州市农商银行、中国工商银行、中国邮政、便利店公园：天河公园。,自驾棠德南路连接科韵路和车陂路可以从科韵路上广园快速也可以从车陂路上环城高速公交棠下小区总站小区东站公交BRT可直达广州各区地铁现有棠东站地铁站距离约500m
社区新 全屋欧派定制 保养新 南北对流,395,36639,黄埔,3室2厅2卫,107.81㎡,平层,平房,中楼层(共26层),暂无数据,84.06㎡,南北,钢混结构,精装,,有,小区配套完善：黄埔图书馆、少年宫、奥园广场、锐丰广场、麦当劳、KFC、星巴克、钱大妈、海底捞、永辉等医疗配套：萝岗中医院、中山大学附属岭南医院。：市民广场公园、萝岗香雪公园、创新公园等,离香雪地铁站1.2公里.步行15S可到、小区门口就有有轨电车、出行方便
此房满五年 诚心放卖 中楼层 采光好 配套完善生活便利,155,11746,番禺,3室2厅3卫,131.97㎡,平层,塔楼,中楼层(共8层),暂无数据,117.33㎡,南,钢混结构,精装,,,购物：大北路、新大新公园：星海公园、城北公园医院：中医院、何贤医院买菜：东城市场、大南市场、钱大妈交通：楼下有公交车、番4号-22b-96号可达市桥地铁,公交：1路、2路、4A路、5路、6路、8路、9路、12路、13路、301路、303路、310路地铁：3号线市桥站、番禺广场站等
望泳池、中层视野、少有4房、户型方正,296,26880,番禺,4室2厅2卫,110.12㎡,平层,塔楼,低楼层(共26层),暂无数据,暂无,东南,钢混结构,其他,,有,商场：新大佳货商场医院：石基人民医院傍西分院、罗家卫生站、番禺中医院邮局：石岗邮政局银行：农村信用合作社、工商银行、民生银行、建设银行、小区内部配套：会所、泳池、幼儿园、公园活动场所。,番16、番19、16B19B2323B52路直达广州南如约公交从小区门口起点、直达三号线番禺广场站D口地铁：坐番16路公交车至3号线市桥地铁站华南快速新光快速。距离地体3号线起点番禺广场站约3公里。
崇和花园 3室2厅 南,105,9117,增城,3室2厅2卫,115.18㎡,平层,塔楼,低楼层(共18层),暂无数据,95.09㎡,南,钢混结构,精装,,有,,
富雅都市华庭 1室1厅 南,55,14290,增城,1室1厅1卫,38.49㎡,平层,塔楼,高楼层(共15层),暂无数据,31.9㎡,南,钢混结构,其他,,有,,
天健云山府 东西对流大三房 格局方正 采光好,550,54044,白云,3室2厅2卫,101.77㎡,平层,板塔结合,低楼层(共16层),暂无数据,81.61㎡,东西,钢混结构,其他,,有,配套成熟、有肉菜市场、柯子岭菜市场、云苑市场、、沃尔玛商场、凯德广场白云儿童公园广州新体育馆云溪生态公园、有中医学院。多条路线公交车站、地铁2号线飞翔公园站、12号线小金钟站（在建预计2025年年底开通）,小区门口50米是盈翠华庭公交车站、大门口300米是广州地铁12号线小金钟站
锦明街 2016年楼、安静、北向3房、户型方正、采光好。,400,41297,天河,3室1厅1卫,96.86㎡,平层,塔楼,低楼层(共9层),暂无数据,87.82㎡,北,钢混结构,其他,,有,生活配套有天河公园、中国银行、光大银行、工商银行、农业银行、建设银行、员村肉菜市场、沃尔玛、麦当劳、天河中医院、中山大学附属第六院、南方医科大学附属第三医院。,公交：小区步行100米即达员村四横路口公交站、有B11、40、44、239、243、541、547、548、550、506、506A、901A等多条公交路线；地铁：距离天河公园地铁500米、5号线员村站1000米、科韵路站800米；自驾：向西1.7公里到达华南快速干线
晓园北路 2室1厅 东,185,31711,海珠,2室1厅1卫,58.34㎡,平层,塔楼,低楼层(共8层),暂无数据,暂无,东,钢混结构,其他,,,,
树木公园实用三房、一梯两户、通风采光好、养生好地方.,252,33826,天河,3室2厅1卫,74.5㎡,平层,暂无数据,中楼层(共5层),暂无数据,暂无,东南,混合结构,其他,,,园林就在家门口、还有森林公园、植物园、火炉山公园等、空气质量优质；龙洞人民医院、武警三甲医院等；商场：有海悦城、华润等；菜市场有龙洞步行街大型农贸市场。,小区门口近广河高速、华南快速、地铁龙洞站、门口还有公交车站、广州各个区都可以到达、门口出来是广汕路去黄埔市区都方便。
装修保养好、高层望山景、业主诚心卖、户型好。,260,28249,黄埔,3室2厅2卫,92.04㎡,平层,塔楼,中楼层(共35层),暂无数据,74.57㎡,南,钢混结构,精装,,有,大型购物广场：高德汇购物广场、飞晟汇、奥园广场、锐丰广场等。医院：中山大学岭南医院、萝岗区妇幼保健所医院。银行：中国农业银行、中国工商银行、广州农商银行、中国建设银行、中国邮政储蓄银行。菜市场：综合体、底商,小区正门200米外有外商活小区正门200米外有外商活动公交站、有237a路、446路、广增2线和节假日公交专线9线4条公交线、有轨电车T1号线驳接长平地铁21号线、直达天河.科学城出行方便
中山大学 电梯框架结构、温馨两房 采光通风好,248,52778,海珠,2室1厅1卫,46.99㎡,平层,塔楼,中楼层(共7层),暂无数据,42.18㎡,东北,钢混结构,其他,,有,有银行和市场及游泳馆网球场、体育馆、英东体育场、中大博物馆、饭堂和医院等,
金濠大厦 高层两房两厅 户型方正 公安厅旁 楼龄新,418,53066,越秀,2室2厅1卫,78.77㎡,平层,塔楼,中楼层(共17层),暂无数据,66.34㎡,西南,钢混结构,其他,,有,配套有建设新村肉菜市场、盒马鲜生、沃尔玛好又多；购物广场有丽柏广场、友谊商店、宜安广场、好世界广场、世贸大厦等；饮食设施、韩国料理、日本料理、酒吧、咖啡厅、星巴克、大型美容美发连锁机构；还有保利国际影院、时光里、广东电视台,
越秀岭南雅筑 3室2厅 南,318,26631,黄埔,3室2厅2卫,119.41㎡,平层,塔楼,中楼层(共32层),暂无数据,暂无,南,钢混结构,精装,,有,,
一手业主  产权干净无抵押  南向看绿化无遮挡,762,69292,海珠,3室2厅2卫,109.97㎡,平层,塔楼,低楼层(共33层),暂无数据,暂无,东南,钢混结构,精装,,有,生活大型综合商场乐峰广场太古仓码头盒马鲜生榕景菜市场沙园肉菜市场老牌同福宝玉值地铁广佛线和8号线沙园地铁医疗南方医科大学附属珠江医,地铁8号线广佛线沙园站另外乐峰广场门口、以及金沙路口、有多路公交路线、小区内也有几路公交总站、十分便利。公交凤凰新村宝业路口站250米(途径521、79、31、75、9、220等)
景观好、无遮挡 装修新净 小区配套齐全,238,18548,增城,3室2厅2卫,128.32㎡,平层,塔楼,中楼层(共32层),暂无数据,暂无,南,钢混结构,其他,,有,本小区位置繁华方便、门口有很多品牌连锁便利店、水果店、肉菜店、药店等、方圆1公里左右到敏捷锦绣广场、旁边有城市馆和图书馆这些免费的公共设施、2公里左右可到东汇城大润发和增城广场.儿童公园、荔枝公园和广场.,
亚运城天成 精装三房 视野开阔 近地铁站 方便看房,195,21718,番禺,3室2厅1卫,89.79㎡,平层,板楼,高楼层(共44层),暂无数据,70.11㎡,北,钢混结构,精装,,有,,地铁站有4号线海傍站（已投入使用）、3号线东延段（建设中）、8号线南延段（规划中）。公交：番162快线到永旺梦乐城、番162路到技术官员村站；番148路到裕丰村站；番160路到媒体村站！
万科幸福誉 3室2厅 东南 南,225,23268,黄埔,3室2厅2卫,96.7㎡,平层,板塔结合,中楼层(共26层),暂无数据,77.2㎡,东南南,钢混结构,精装,,有,,
位置好、楼层好、采光好、安静不吵、近地铁,260,25566,黄埔,3室2厅2卫,101.7㎡,平层,塔楼,高楼层(共32层),暂无数据,暂无,北,钢混结构,其他,,有,购物：绿地广场、大壮国际广场、飞晟文汇、高德汇、锐丰及奥园广场；医疗：三甲医院中山大学附属第三医院岭南医院、萝岗中医院、黄陂医院；生活：小区楼下门口有华润、钱大妈、全家、农业银行等,地铁六号线(香雪站)、小区外有瑞和路北(开泰大道口)站:321路、367路、349路、358路、359路、388路、夜97路；荔红二路站:367路、339路、358路、337路、335路、578路、B24路、夜97路；瑞和路站:393路、337路、B24路、338路、359路
剑桥汇 一线望江4房  南北对流  视野开阔,830,33387,番禺,4室2厅3卫,248.6㎡,平层,塔楼,低楼层(共48层),暂无数据,暂无,南北,钢混结构,毛坯,,有,,有地铁七号线板桥站、有接驳巴士到菜市场、小区有巴士总站去体育西跟天河北、有公交车、番17、番53、番56、788、302、地铁接驳8等。驾车可以走华快、新光往市区
大德路 1室0厅 东,33,29730,越秀,1室0厅1卫,11.1㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,东,钢混结构,简装,,,,
有大型商城融创茂、地铁18号线、穗莞深城际轻轨等。,155,17843,花都,3室2厅2卫,86.87㎡,平层,塔楼,中楼层(共23层),暂无数据,暂无,南,钢混结构,其他,,,本小区自带购物广场、电影院、主题乐园、内置有室内滑雪场、吃喝玩乐不需要担心、就在家门。医院：狮岭镇罗仙村卫生站、康和医疗门诊部、狮岭镇长岗村卫生站、团结村卫生站分站、东善诊所、花都林盛医疗门诊、花都区供销社庄稼医院。,穗莞深城际轻轨天贵路站、就在室内滑雪乐园旁、这一条城轨、将广州、东莞、深圳紧密相连、又与广佛环线接驳、拉近与佛山的距离。全省经济实力的四座城市。
大德路 1室1厅 东北,87,29897,越秀,1室1厅1卫,29.1㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,东北,钢混结构,简装,,,,
走马岗路 3室1厅 南 北,335,31286,越秀,3室1厅1卫,107.08㎡,平层,暂无数据,高楼层(共6层),暂无数据,98.54㎡,南北,混合结构,其他,,,,
金域蓝湾、此房满五年唯一、户型方正实用、通风采光好,275,34137,白云,2室1厅1卫,80.56㎡,平层,塔楼,中楼层(共25层),暂无数据,暂无,西南,钢混结构,其他,,有,滨江公园308米、白云儿童公园226米、花城金沙汇广场541米、工商银行、农业银行、邮政银行、广州中医药大学金沙洲医院700米,地铁六号线沙贝站；公交车金沙洲大桥总站、线路包括424、429、830、885、55、259、276、283、290路
南向、装修保养好、通风采光佳、海傍旁出行方便,173,22146,番禺,2室1厅1卫,78.12㎡,平层,塔楼,低楼层(共18层),暂无数据,暂无,南,钢混结构,其他,,有,小区旁边就是亚运城广场、海傍地铁站、有通往番禺广场那边的公交车160/148/162/149等、出行方便快捷、约800米有国际商业街生活区、三甲广医二院,步行可到海傍地铁站、三四号线交汇、出行便利、三号线起点座位充足
北京路步行街中层方正两房 楼下有院,168,35952,越秀,2室1厅1卫,46.73㎡,平层,塔楼,高楼层(共6层),暂无数据,暂无,南,混合结构,简装,,,成熟商圈天字码头江边、新大新、天河城、北京路步行街、中华广场。越秀区长堤医院广医一院中山二院省中医省人民医院邮局：中国邮政银行：工商银行、农业银行、中国银行、建设银行、,步行街珠江边户型方正格局合理通风好越秀南客运站公园省医院中山一医院、6号线北京路地铁A出口公交站光路珠公交站珠光路菜市场近天字码头有水吧多条路线去往各区
品秀星图 2室2厅 西北,151,19241,增城,2室2厅1卫,78.48㎡,平层,塔楼,高楼层(共50层),暂无数据,57.55㎡,西北,钢混结构,精装,,有,,
万科幸福誉 2室1厅 北,116,16078,黄埔,2室1厅1卫,72.15㎡,平层,塔楼,高楼层(共34层),暂无数据,暂无,北,钢混结构,精装,,有,,
越秀区  实用两房一厅越秀区 铁路单位宿舍房  2房1厅,100,19850,越秀,2室1厅1卫,50.38㎡,平层,塔楼,高楼层(共7层),暂无数据,46.24㎡,东北,钢混结构,其他,,,北站路口公交线路多达20多条、不想步行有740公交车直达地铁站、房子步行300-400米到北站公车站、800-900米到3元里地铁站。商场、电影、医院、菜市场等生活需要的都有、生活便利,交通步行600-700米到达2号线地铁站、楼下公车站直达地铁、步行300米到公车站、线路多达20多条、去哪都方便。商场、电影、医院、菜市场等生活需要的都有、生活便利
花漫里 一线别墅景观！一览无垠！风景尽收眼底！,98,9295,增城,3室2厅2卫,105.44㎡,平层,塔楼,中楼层(共32层),暂无数据,暂无,南,钢混结构,精装,,,医疗配套：永和医院、增城南方医院；水电二局医院、卫生服务5所以上客运站：永和客运站、新塘客运站、中新客运站、：嘉力达、欧凯商务、广州名都等、银行：中国建设银行、中国农业银行、中国邮政、工商银行等,项目交通环境便利、项目每天都有众多班次发往广州正佳、开发区西区、开发区东区、科学城、新塘及永和等多条线路
